timestamp,red,ir
242361556.0,80546.02837709268,104277.10449284318
242381556.0,80568.40283222741,104343.51219830857
242401556.0,80588.49014823015,104409.59936753633
242421556.0,80605.95673172359,104486.90422482917
242441556.0,80625.16167083636,104567.66370635448
242461556.0,80647.21333769234,104636.74323135894
242481556.0,80669.3156437597,104699.23187638047
242501556.0,80686.05732612967,104747.11728967851
242521556.0,80698.35117987182,104789.23453183255
242541556.0,80705.6928783024,104837.95605440268
242562556.0,80716.91814438981,104897.61056894969
242582556.0,80735.24951017517,104967.92194642939
242602556.0,80753.00338785606,105037.38813129732
242622556.0,80778.45002301282,105134.05291687965
242642556.0,80818.06107203028,105231.45745803138
242662556.0,80841.7615213483,105304.8062413488
242682556.0,80851.92784306422,105355.75309189619
242702556.0,80836.62007631105,105225.61073638077
242722556.0,80738.38602305175,104834.96816559618
242743556.0,80598.57660427605,104360.0822808777
242763556.0,80483.43846731388,104003.14453810586
242783556.0,80421.90053908559,103856.33934533334
242803556.0,80424.05320954806,103885.00470274892
242823556.0,80454.41713960188,104003.89732888064
242843556.0,80493.83716126847,104134.91636993705
242863556.0,80525.8693697456,104251.2094494392
242883556.0,80559.16144875804,104377.29751396456
242903556.0,80603.31068972299,104496.54474260219
242924556.0,80626.37165514805,104594.67358037615
242944556.0,80640.2417740289,104663.41477804011
242964556.0,80654.19255898899,104683.81022682137
242984556.0,80659.07151419681,104680.03790100256
243004556.0,80663.2665893402,104674.39995010788
243024556.0,80664.06144476743,104672.85641564506
243044556.0,80664.49619194784,104676.86927400224
243064556.0,80668.14281373433,104693.27438021952
243084556.0,80672.1007555371,104727.27136566595
243104556.0,80684.89270358534,104769.5869872068
243125556.0,80701.70449560984,104833.07711689126
243145556.0,80713.7482164876,104903.14758732906
243165556.0,80731.44077087546,104955.35290738524
243185556.0,80744.19297615674,105012.56839111864
243205556.0,80758.04265826827,105064.01435186609
243225556.0,80781.4711356174,105085.933852262
243245556.0,80783.77204735694,105097.81863868971
243265556.0,80779.54104385893,105116.64097037044
243285556.0,80790.59499008903,105147.40472712251
243306556.0,80797.66698320801,105191.59504792336
243326556.0,80798.74491699017,105246.17597987597
243346556.0,80819.68393870312,105307.50243684597
243366556.0,80834.98197552854,105288.54149970209
243386556.0,80776.35958066437,105020.60635210908
243406556.0,80654.85797284331,104548.14037264965
243426556.0,80528.94474157135,104120.21599890199
243446556.0,80438.31539877981,103863.0522561124
243466556.0,80400.27099251618,103782.54863629813
243486556.0,80403.88341559595,103819.89310338633
243507556.0,80425.9091660706,103902.63848552438
243527556.0,80449.45888771425,104013.66849639024
243547556.0,80479.04343927455,104139.52857074267
243567556.0,80522.64785517662,104277.59472933326
243587556.0,80565.96205636118,104383.96932158509
243607556.0,80586.08169539839,104435.85876229402
243627556.0,80595.97753763928,104472.36443442403
243647556.0,80598.91362693941,104477.57898476132
243667556.0,80587.48878879665,104458.18372173514
